source_rank,city,state,country,numbeo_quality_of_life_index,purchasing_power_index,safety_index,healthcare_index,cost_of_living_index,property_price_to_income_ratio,traffic_commute_index,pollution_index,climate_index,is_required_city,source_period,source_url,source_note
101,Porto,,Portugal,183.0,85.1,66.3,78.8,50.4,14.3,24.7,24.5,96.6,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
102,Stockholm,,Sweden,182.9,139.0,53.8,65.7,80.7,12.0,34.1,18.1,69.7,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
103,San Jose,CA,United States,182.5,162.2,52.0,68.0,87.2,7.3,38.3,48.4,95.5,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
104,Madrid,,Spain,181.8,113.0,71.0,79.2,59.1,13.5,28.2,38.4,85.5,True,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
105,Qingdao,Shandong,China,181.8,117.4,88.2,76.7,29.3,13.0,27.9,50.5,70.4,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
106,Nashville,TN,United States,181.4,151.9,50.8,63.8,72.7,6.0,38.4,38.2,83.0,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
107,Manama,,Bahrain,181.3,144.9,82.0,67.7,44.3,4.8,30.8,62.3,64.3,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
108,Malaga,,Spain,181.3,98.9,68.2,70.8,51.8,10.4,25.2,37.2,97.0,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
109,Halifax,,Canada,181.2,121.8,60.4,65.0,61.4,5.4,31.3,24.3,59.0,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
110,Salt Lake City,UT,United States,181.1,171.1,64.7,66.9,64.8,4.2,33.6,61.7,66.5,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
111,Zagreb,,Croatia,181.0,108.2,78.4,64.8,53.1,11.1,29.6,35.5,82.2,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
112,Dallas,TX,United States,180.9,154.8,48.6,66.7,73.9,6.8,35.3,41.1,81.9,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
113,Tokyo,,Japan,180.4,132.3,75.9,78.3,53.7,15.1,42.7,42.5,85.3,True,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
114,Dubai,,United Arab Emirates,180.4,145.2,83.8,70.0,61.7,7.2,36.3,49.3,50.3,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
115,Ljubljana,,Slovenia,179.7,96.1,78.2,66.6,56.9,14.9,26.3,24.0,76.1,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
116,Milwaukee,WI,United States,179.5,156.4,34.4,63.4,65.6,2.9,30.3,32.0,61.0,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
117,Berlin,,Germany,179.5,141.1,55.4,66.1,70.7,9.9,33.2,38.0,83.3,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
118,Cleveland,OH,United States,179.0,146.3,36.1,71.9,63.5,2.2,31.5,39.6,73.1,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
119,Split,,Croatia,178.1,84.5,69.8,68.4,56.9,18.1,15.7,27.6,96.3,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
120,Houston,TX,United States,177.9,176.8,36.9,69.4,63.3,2.5,41.8,56.7,85.5,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
,Osaka,,Japan,177.65,116.17,67.05,82.16,43.31,10.4,34.58,46.93,84.32,True,current_rolling,https://www.numbeo.com/quality-of-life/in/Osaka,dataset_2_manual_required_city_addition; Osaka not listed on Numbeo current city rankings page due to insufficient contributors; values supplied from Osaka individual Numbeo quality-of-life page; source_rank intentionally blank and row inserted by quality-of-life index position.
121,Oakland,CA,United States,177.4,155.4,31.4,72.0,83.1,6.5,36.5,42.4,96.4,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
122,Haifa,,Israel,177.4,146.3,71.5,74.5,89.6,10.1,28.5,66.8,93.6,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
123,Kelowna,,Canada,177.3,130.5,38.4,74.6,62.7,6.1,27.9,26.3,59.7,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
124,Bristol,,United Kingdom,177.2,132.0,56.7,73.2,70.1,8.6,31.1,47.4,88.5,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
125,Birmingham,,United Kingdom,177.1,163.2,36.0,70.8,69.5,6.1,33.4,51.0,87.7,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
126,Brno,,Czech Republic,176.9,107.6,75.2,76.1,52.6,15.3,26.2,39.9,78.2,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
